c_id,number_of_doors,tyre_type,number_of_cylinders,drive_type,turbo_charger,super_charger,length(mm),width(mm),height(mm),color,city,Mileage(Kmpl)
2480,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Others,jaipur,20
2481,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Others,jaipur,22
2482,5,"Tubeless, Radial",4,AWD,No,No,3985,1645,1720,Others,jaipur,16
2483,5,"Tubeless,Radial",4,FWD,No,No,3850,1695,1530,Others,jaipur,19
2484,5,"Tubeless,Radial",3,FWD,No,No,3679,1579,1478,Others,jaipur,23
2485,5,"Tubeless,Radial",3,Not specified,No,No,3827,1742,1615,Others,jaipur,20
2486,5,"Tubeless,Radial",3,FWD,No,No,3545,1515,1475,Others,jaipur,24
2487,5,"Tubeless,Radial",3,FWD,No,No,3545,1515,1475,Others,jaipur,24
2488,4,"Tubeless,Radial",4,2 WD,No,No,4160,1690,1530,Others,jaipur,18
2489,5,"Tubeless, Radial",3,Not specified,No,No,3991,1739,1643,Others,jaipur,20
2490,5,"Tubeless,Radial",3,2WD,No,No,3495,1475,1460,Others,jaipur,20
2491,5,"Tubeless,Radial",3,FWD,No,No,3495,1475,1460,Others,jaipur,20
2492,4,"Tubeless, Radial",3,FWD,No,No,3595,1495,1700,Others,jaipur,19
2493,5,Tubeless,3,FWD,No,No,3495,1550,1500,Others,jaipur,21
2494,5,"Tubeless,Radial",3,FWD,No,No,3970,1682,1453,Others,jaipur,22
2495,5,"Tubeless,Radial",3,2WD,No,No,3495,1475,1460,Others,jaipur,20
2496,5,"Tubeless,Radial",4,FWD,Yes,No,3999,1765,1708,Others,jaipur,23
2497,5,"Tubeless,Radial",4,FWD,No,No,3640,1595,1520,Others,jaipur,19
2498,5,"Tubeless,Radial",3,2WD,No,No,3495,1475,1460,Others,jaipur,20
2499,5,"Tubeless, Radial",3,Not specified,No,No,3991,1750,1605,Others,jaipur,19
2500,5,"Tubeless,Radial",3,2WD,No,No,3495,1475,1460,Others,jaipur,20
2501,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Others,jaipur,21
2502,5,"Tubeless, Radial",4,FWD,Yes,No,4315,1800,1645,Gray,delhi,18
2503,5,Tubeless,4,FWD,No,No,4270,1780,1630,White,delhi,15
2504,5,"Tubeless,Radial",4,AWD,No,No,4658,1890,1644,Grey,delhi,13
2505,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Silver,delhi,22
2506,5,Tubeless,4,FWD,No,No,4270,1780,1630,White,delhi,15
2507,5,"Tubeless, Radial",4,FWD,No,No,3995,1790,1642,White,delhi,18
2508,4,"Tubeless,Radial",4,Not specified,No,No,3995,1680,1520,White,delhi,28
2509,5,"Tubeless,Radial",3,FWD,No,No,3971,1682,1469,Grey,delhi,19
2510,4,"Tubeless, Radial",4,Not specified,No,No,3815,1680,1520,White,delhi,
2511,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,White,delhi,21
2512,5,"Tubeless,Radial",4,FWD,No,No,3610,1680,1500,Silver,delhi,16
2513,5,Tubeless,4,FWD,No,No,4384,1813,1656,Grey,delhi,20
2514,4,"Tubeless,Radial",4,FWD,No,No,4850,1825,1480,Silver,delhi,19
2515,5,"Tubeless, Radial",4,FWD,Yes,No,3995,1790,1642,Black,delhi,
2516,4,"Tubeless,Radial",4,RWD,Yes,No,4907,2102,1464,Blue,delhi,18
2517,5,Not specified,0,Not specified,No,No,3996,1727,1432,Grey,delhi,
2518,5,"Tubeless,Radial",4,RWD,No,No,4735,1830,1795,White,delhi,8
2519,5,"Tubeless,Radial",4,4WD,Twin,No,4985,1926,1867,Black,delhi,12
2520,5,"Tubeless,Radial",4,RWD,Yes,No,4477,2058,1545,White,delhi,17
2521,5,"Tubeless,Radial",4,AWD,No,No,4658,1890,1644,Black,delhi,13
2522,5,"Tubeless,Radial",4,FWD,Yes,No,4655,1965,1922,Others,delhi,14
2523,5,Radial,4,FWD,No,No,3995,1770,1605,Silver,delhi,24
2524,5,"Tubeless, Radial",4,2WD,No,No,0,0,0,Medium Blue,delhi,18
2525,5,"Tubeless, Radial",4,Not specified,No,No,3805,1680,1520,White,delhi,21
2526,5,"Tubeless, Radial",3,FWD,Yes,No,4225,1760,1612,Red,delhi,17
2527,5,Tubeless,4,FWD,No,No,4270,1780,1630,White,delhi,13
2528,5,"Tubeless,Radial",4,Not specified,Yes,No,3990,1755,1523,Red,delhi,24
2529,5,"Tubeless, Radial",4,Not specified,No,No,3700,1690,1595,Blue,delhi,21
2530,4,Run-Flat,6,RWD,Yes,No,5238,1902,1479,Blue,delhi,12
2531,5,Tubeless,4,FWD,No,No,4270,1780,1665,White,delhi,16
2532,5,"Tubeless, Radial",4,FWD,Yes,No,4315,1800,1645,Grey,delhi,21
2533,4,Run-Flat,4,RWD,Yes,No,4824,1828,1508,White,delhi,15
2534,5,Tubeless,4,FWD,No,No,3765,1660,1520,Red,delhi,19
2535,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,Others,delhi,15
2536,5,Tubeless,4,FWD,Yes,No,4270,1780,1630,Black,delhi,17
2537,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Grey,delhi,21
2538,5,Tubeless,4,FWD,No,No,3765,1660,1520,Silver,delhi,19
2539,5,"Tubeless, Radial",4,Not specified,YES,No,4720,1835,1760,Others,delhi,14
2540,5,"Tubeless,Radial",3,Not specified,No,No,3990,1755,1523,Grey,delhi,19
2541,4,"Tubeless,Radial",4,FWD,No,No,3990,1680,1505,White,delhi,18
2542,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Grey,delhi,20
2543,4,"Tubeless,Radial",4,FWD,No,No,4620,1776,1475,Silver,delhi,15
2544,5,Tubeless,4,FWD,No,No,3840,1735,1530,Grey,delhi,21
2545,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Blue,delhi,20
2546,5,"Tubeless, Radial",4,Not specified,No,No,3700,1690,1595,White,delhi,21
2547,5,"Tubeless,Radial",4,RWD,Yes,No,4735,1830,1795,Brown,delhi,11
2548,5,Tubeless,4,FWD,No,No,3765,1660,1520,Orange,delhi,19
2549,5,"Tubeless, Radial",4,2WD,No,No,0,0,0,Others,delhi,18
2550,5,"Tubeless, Radial",4,FWD,Yes,No,4315,1800,1645,Grey,delhi,16
2551,5,"Tubeless, Radial",4,FWD,Yes,No,4315,1800,1645,White,delhi,21
2552,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Grey,delhi,21
2553,4,"Tubeless,Radial",4,FWD,No,No,4265,1695,1510,White,delhi,17
2554,4,"Tubeless,Radial",3,FWD,No,No,3595,1475,1700,Others,delhi,19
2555,5,Tubeless,4,4WD,Yes,No,4825,1860,1840,White,delhi,14
2556,5,Tubeless,4,FWD,No,No,4270,1780,1630,Silver,delhi,15
2557,4,"Tubeless,Radial",4,FWD,Yes,No,3995,1695,1555,Gray,delhi,23
2558,5,"Tubeless,Radial",4,RWD,Yes,No,4456,1820,1995,White,delhi,16
2559,5,Tubeless,4,FWD,No,No,3840,1735,1530,Blue,delhi,22
2560,4,"Tubeless,Radial",4,2 WD,No,No,4160,1690,1530,Grey,delhi,18
2561,5,"Tubeless,Radial",4,FWD,Yes,No,4585,1890,1785,Others,delhi,16
2562,5,"Tubeless, Radial",4,FWD,Yes,No,3955,1694,1544,Alabaster Silver Metallic,delhi,27
2563,5,"Tubeless,Radial",4,RWD,Yes,No,4735,1830,1795,Grey,delhi,12
2564,5,"Tubeless, Radial",4,Not specified,No,No,3995,1790,1685,Brown,delhi,20
2565,5,"Tubeless,Radial",3,FWD,No,No,3971,1682,1469,White,delhi,19
2566,5,Tubeless,3,FWD,No,No,3746,1647,1535,Others,delhi,24
2567,5,"Tubeless,Radial",4,FWD,No,No,3700,1690,1595,Silver,delhi,21
2568,4,"Tubeless,Radial",4,FWD,Yes,No,4915,2086,1455,White,delhi,18
2569,5,"Tubeless,Radial",4,FWD,No,No,3610,1645,1560,Grey,delhi,30
2570,5,Tubeless Tyres,3,FWD,No,No,3655,1620,1675,White,delhi,34
2571,5,"Tubeless, Radial",3,FWD,No,No,3715,1635,1565,Red,delhi,23
2572,4,"Tubeless,Radial",6,RWD,Yes,No,5255,0,1494,Blue,delhi,14
2573,5,"Tubeless,Radial",4,FWD,No,No,3610,1680,1500,Grey,delhi,19
2574,4,"Tubeless,Radial",4,FWD,Yes,No,4596,1730,1494,Silver,delhi,20
2575,5,Tubeless Tyres,4,FWD,Yes,No,4331,2000,1671,Grey,delhi,20
2576,5,"Radial, Tubeless",3,Not specified,No,No,3731,1579,1474,White,delhi,22
2577,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Others,delhi,17
2578,5,"Tubeless,Radial",4,AWD,Yes,No,4629,2089,1655,White,delhi,14
2579,5,"Tubeless,Radial",4,FWD,No,No,3700,1690,1595,White,delhi,21
2580,5,Runflat Tyre,6,4WD,Yes,No,4886,1938,1762,White,delhi,16
2581,5,"Tubeless, Radial",4,Not specified,No,No,3700,1690,1595,Silver,delhi,21
2582,5,Tubeless,4,FWD,No,No,3985,1734,1505,White,delhi,19
2583,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Others,delhi,20
2584,4,"Tubeless,Radial",4,RWD,Yes,No,4879,2071,1474,Silver,delhi,13
2585,5,"Tubeless,Radial",4,FWD,No,No,4395,1735,1690,Others,delhi,26
2586,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Others,delhi,21
2587,5,Radial,4,FWD,no,No,3995,1745,1510,Silver,delhi,21
2588,5,"Tubeless, Radial",4,FWD,Yes,No,4315,1800,1645,Black,delhi,18
2589,5,Tubeless,4,FWD,No,No,3765,1660,1520,Grey,delhi,19
2590,5,"Radial, Tubless",4,4X2,Yes,No,4395,1818,1640,Silver,delhi,17
2591,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Silver,delhi,21
2592,5,"Tubeless,Radial",3,Not specified,No,No,3990,1755,1523,White,delhi,19
2593,5,"Tubeless, Radial",3,Not specified,No,No,3991,1739,1643,Yellow,delhi,20
2594,5,"Tubeless,Radial",4,FWD,Yes,No,3995,1790,1640,Others,delhi,24
2595,5,Tubeless Tyres Mud Terrain,4,4WD,Yes,No,4882,1894,1848,Black,delhi,12
2596,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Others,delhi,22
2597,4,"Tubeless,Radial",4,FWD,Yes,No,4915,2086,1455,White,delhi,18
2598,5,"Tubeless,Radial",4,4WD,Twin,No,4985,1926,1867,Black,delhi,12
2599,4,"Tubeless,Radial",4,FWD,No,No,4570,1800,1465,Blue,delhi,15
2600,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Silver,delhi,22
2601,5,"Tubeless,Radial",4,RWD,No,No,4735,1830,1795,White,delhi,8
2602,4,"Tubeless,Radial",4,FWD,Yes,No,4933,1874,1455,White,delhi,19
2603,4,"Tubeless,Radial",4,Front Wheel Drive,Yes,No,4560,1730,1487,Red,delhi,16
2604,5,"Tubeless,Radial",4,2WD,Yes,No,4662,1917,1857,White,delhi,
2605,4,"Tubeless,Radial",4,FWD,No,No,4620,1775,1475,White,delhi,14
2606,5,"Tubeless,Radial",3,FWD,No,No,3679,1579,1478,Silver,delhi,25
2607,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Golden Brown,delhi,18
2608,5,Not specified,3,2WD,No,No,3429,1560,1541,Silver,delhi,23
2609,5,Tubeless,4,FWD,No,No,3585,1595,1550,Others,delhi,20
2610,5,Tubeless,3,FWD,No,No,3746,1647,1535,Grey,delhi,24
2611,4,Tubeless,4,FWD ,No,No,3995,1660,1520,Others,delhi,18
2612,5,"Tubeless,Radial",3,FWD,No,No,3679,1579,1478,Red,delhi,23
2613,4,"Tubeless,Radial",3,FWD,No,No,3992,1677,1537,Others,delhi,24
2614,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,White,delhi,21
2615,5,Tubeless Tyres,3,FWD,No,No,3599,1495,1700,Others,delhi,21
2616,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,Others,delhi,15
2617,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Others,delhi,21
2618,5,Tubeless,4,FWD,No,No,3585,1595,1550,Others,delhi,20
2619,5,"Tubeless,Radial",3,FWD,No,No,3679,1579,1478,White,delhi,25
2620,5,"Tubeless,Radial",4,FWD,No,No,3610,1680,1500,Others,delhi,19
2621,5,"Tubeless, Radial",4,Not specified,No,No,3805,1680,1520,Silver,delhi,
2622,5,"Tubeless, Radial",4,Not specified,Yes,No,4300,1790,1635,Black,delhi,
2623,5,"Tubeless,Radial",4,FWD,No,No,3610,1680,1500,Others,delhi,19
2624,5,Tubeless,4,FWD,No,No,3585,1595,1550,Silver,delhi,20
2625,5,"Tubeless,Radial",4,FWD,No,No,3700,1690,1595,White,delhi,21
2626,4,"Tubeless,Radial",3,FWD,No,No,3998,1765,1647,Silver,delhi,15
2627,5,"Tubeless,Radial",3,FWD,No,No,3495,1550,1500,Silver,delhi,21
2628,3,"Radial, Tubeless",4,4X4,Yes,No,3985,1855,1855,Red,delhi,15
2629,5,"Tubeless,Radial",4,2WD,Yes,No,4424,1804,1494,Red,delhi,14
2630,5,Tubeless Tyres,4,FWD,Yes,No,3840,1735,1530,Others,delhi,25
2631,5,Tubeless Tyres,4,FWD,No,No,3840,1735,1530,Grey,delhi,20
2632,5,Tubeless,4,FWD,No,No,4270,1780,1665,White,delhi,16
2633,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Others,delhi,20
2634,5,Radial,4,FWD,no,No,3995,1745,1510,Others,delhi,21
2635,5,"Tubeless,Radial",4,FWD,No,No,3995,1790,1640,Silver,delhi,19
2636,4,"Tubeless,Radial",4,FWD,No,No,3990,1680,1505,White,delhi,18
2637,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,White,delhi,21
2638,5,"Tubeless,Radial",4,FWD,Yes,No,3999,1765,1708,Others,delhi,23
2639,4,"Tubeless,Radial",3,Not specified,No,No,3993,1677,1532,Black,delhi,19
2640,5,Tubeless,4,FWD,No,No,3765,1660,1520,Others,delhi,19
2641,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1485,White,delhi,17
2642,5,"Tubeless,Radial",3,FWD,No,No,3970,1682,1453,White,delhi,16
2643,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Others,delhi,20
2644,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Blue,delhi,21
2645,5,Tubeless,4,FWD,No,No,4270,1780,1630,White,delhi,15
2646,5,"Tubeless,Radial",3,FWD,No,No,3500,1600,1490,White,delhi,19
2647,4,"Tubeless, Radial",4,Not specified,No,No,4440,1695,1495,Others,delhi,17
2648,5,"Tubeless,Radial",4,RWD,No,No,4735,1830,1795,White,delhi,8
2649,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1485,Grey,delhi,17
2650,5,"Tubeless,Radial",4,4WD,Yes,No,4695,1815,1840,Others,delhi,14
2651,5,Tubeless Tyres,4,FWD,No,No,3840,1735,1530,Silver,delhi,20
2652,5,"Tubeless, Radial",4,FWD,Yes,No,4695,1890,1755,Others,delhi,
2653,5,"Tubeless,Radial",3,FWD,No,No,3971,1682,1469,Red,delhi,16
2654,5,Tubeless,4,FWD,Yes,No,3895,1735,1555,Others,delhi,24
2655,4,"Tubeless,Radial",4,FWD,No,No,3995,1695,1501,Silver,delhi,20
2656,4,"Tubeless,Radial",4,FWD,Yes,No,4390,1699,1467,Yellow,delhi,18
2657,5,"Tubeless Tyres, Radial",4,FWD,No,No,3655,1620,1675,Blue,delhi,21
2658,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Grey,delhi,18
2659,4,"Tubeless, Radial",3,FWD,No,No,3595,1495,1700,Blue,delhi,19
2660,4,"Tubeless,Radial",4,FWD,Yes,No,4701,2040,1427,Grey,delhi,17
2661,5,Tubeless,4,FWD,No,No,3985,1734,1505,Others,delhi,19
2662,5,"Runflat,Radial",4,AWD,twin,No,4751,2138,1621,Blue,delhi,13
2663,5,"Tubeless,Radial",4,2WD,Yes,No,4424,1804,1494,Silver,delhi,18
2664,5,Radial,3,FWD,Yes,No,3995,1770,1605,Blue,delhi,18
2665,5,"Tubeless, Radial",4,Not specified,No,No,3700,1690,1595,White,delhi,21
2666,5,"Tubeless,Radial",4,AWD,No,No,5018,2105,1967,White,delhi,9
2667,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Gray,delhi,23
2668,3,"Radial, Tubeless",4,4X4,Yes,No,3985,1855,1844,Black,delhi,
2669,5,"Tubeless,Radial",3,Not specified,NO,No,3993,1811,1606,White,delhi,17
2670,5,"Tubeless,Radial ",4,FWD,Yes,No,4585,1890,1785,Others,delhi,15
2671,5,"Tubeless,Radial",4,FWD,No,No,3999,1734,1601,Silver,delhi,18
2672,5,Tubeless,4,FWD,No,No,4270,1780,1665,White,delhi,22
2673,5,Tubeless,4,FWD,No,No,3985,1734,1505,Blue,delhi,19
2674,5,"Tubeless,Radial",4,AWD,No,No,5018,2105,1967,White,delhi,9
2675,5,"Tubeless, Radial",3,Not specified,No,No,3765,1677,1535,White,delhi,26
2676,5,Tubeless,3,FWD,No,No,3495,1550,1500,Silver,delhi,21
2677,5,Tubeless,4,FWD,No,No,3884,1695,1510,White,delhi,18
2678,4,Not specified,4,Not specified,No,No,4731,1890,1644,Grey,delhi,16
2679,5,"Radial,Tubeless",3,FWD,No,No,3715,1635,1565,Silver,delhi,22
2680,5,Tubeless Tyres,3,FWD,No,No,3636,1475,1670,Silver,delhi,21
2681,4,"Tubeless,Radial",6,RWD,Yes,No,5226,1871,1479,Grey,delhi,14
2682,5,"Tubeless,Radial",6,AWD,No,No,5000,1895,1700,Black,delhi,19
2683,4,"Tubeless,Radial",4,FWD,No,No,4375,1700,1475,White,delhi,17
2684,4,"Tubeless,Radial",4,FWD,Yes,No,4458,1796,1416,White,delhi,20
2685,5,Tubeless,4,FWD,No,No,4270,1780,1665,Silver,delhi,15
2686,5,"Tubeless,Radial",4,FWD,No,No,3995,1790,1640,White,delhi,19
2687,5,"Tubeless,Radial",4,All Wheel Drive,Yes,No,0,0,0,White,delhi,11
2688,4,"Tubeless,Radial",4,FWD,Yes,No,3990,1680,1505,Silver,delhi,26
2689,4,"Tubeless,Radial",4,FWD,Yes,No,4630,2032,1432,White,delhi,15
2690,5,Tubeless,4,FWD,Yes,No,4270,1780,1630,White,delhi,20
2691,5,"Tubeless,Radial",4,FWD,No,No,3999,1734,1601,White,delhi,18
2692,5,"Tubeless, Radial",4,2WD,Yes,No,5115,1985,1755,Black,delhi,14
2693,4,"Tubeless,Radial",4,FWD,No,No,3990,1680,1505,Silver,delhi,18
2694,5,"Tubeless, Radial",4,Not specified,No,No,3989,1694,1544,White,delhi,17
2695,5,Tubeless,4,FWD,Yes,No,4270,1780,1630,Blue,delhi,20
2696,4,"Tubeless,Radial",4,FWD,No,No,4386,1699,1466,Carbon Steel,delhi,14
2697,4,"Tubeless,Radial",4,FWD,Yes,No,3998,1765,1647,White,delhi,23
2698,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Blue,delhi,21
2699,5,Tubeless Tyres,4,FWD,No,No,3840,1735,1530,White,delhi,20
2700,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Silver,delhi,21
2701,5,"Tubeless,Radial",4,RWD,Yes,No,4456,1820,1995,White,delhi,15
2702,5,"Tubeless,Radial",4,FWD,No,No,3610,1680,1500,Grey,delhi,19
2703,5,Tubeless,4,FWD,No,No,3985,1734,1505,White,delhi,19
2704,4,"Tubeless,Radial",4,FWD,No,No,3990,1680,1505,Grey,delhi,18
2705,4,"Tubeless,Radial",4,Not specified,No,No,3995,1680,1520,White,delhi,20
2706,4,Tubeless,4,FWD,No,No,4375,1700,1475,Others,delhi,17
2707,5,Tubeless Tyres,3,FWD,No,No,3395,1490,1475,White,delhi,30
2708,5,"Tubeless Tyres, Radial",3,FWD,No,No,3655,1620,1675,Others,delhi,33
2709,5,"Tubeless,Radial",6,4WD,Yes,No,4879,2220,1803,Black,delhi,13
2710,5,"Tubeless Tyres, Radial",3,FWD,No,No,3655,1620,1675,Grey,delhi,22
2711,4,"Tubeless,Radial",4,FWD,No,No,3995,1695,1555,White,delhi,21
2712,5,"Tubeless,Radial",4,FWD,Yes,No,3690,1665,1485,Cavern Grey,delhi,25
2713,4,Tubeless,4,Not specified,Twin,No,4429,1827,1598,White,delhi,20
2714,5,"Tubeless,Radial",4,RWD,Yes,No,4735,1830,1795,Silver,delhi,11
2715,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Silver,delhi,17
2716,4,"Tubeless,Radial",4,FWD,Yes,No,4670,1814,1476,Others,delhi,15
2717,5,"Tubeless,Radial",6,AWD,No,No,5207,2157,1823,White,delhi,
2718,4,Tubeless,4,FWD,No,No,4440,1729,1475,Brown,delhi,17
2719,5,"Tubeless,Radial",4,FWD,Yes,No,4705,1840,1850,White,delhi,13
2720,5,"Tubeless,Radial",4,FWD,Yes,No,3995,1790,1640,Red,delhi,24
2721,5,Not specified,6,AWD,yes,No,5064,1970,1703,Black,delhi,11
2722,5,Tubeless,4,FWD,Yes,No,4270,1780,1630,Silver,delhi,17
2723,5,Tubeless,4,FWD,No,No,4270,1780,1630,Silver,delhi,13
2724,5,"Tubeless,Radial",4,RWD,No,No,4735,1830,1795,Grey,delhi,8
2725,4,Runflat Tyres,4,Not specified,Yes,No,5091,1902,1538,Maroon,delhi,13
2726,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,Brown,delhi,21
2727,5,"Tubeless,Radial",6,AWD,Yes,No,4817,2141,1762,Brown,delhi,12
2728,4,"Tubeless, Radial",4,Not specified,No,No,4549,1748,1489,Red,delhi,18
2729,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Brown,delhi,18
2730,4,"Tubeless,Radial",4,FWD,Yes,No,4701,2040,1427,White,delhi,17
2731,5,"Tubeless, Radial",3,Not specified,No,No,3991,1739,1643,Golden,delhi,20
2732,5,"Tubeless,Radial",6,AWD,Yes,No,4629,2089,1655,Black,delhi,13
2733,5,"Tubeless, Radial",4,Not specified,Yes,No,4598,1894,1706,White,delhi,16
2734,5,"Tubeless, Radial",4,Not specified,Yes,No,4300,1790,1635,White,delhi,
2735,5,"Tubeless, Radial",4,Not specified,No,No,4300,1790,1635,Black,delhi,
2736,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Silver,delhi,17
2737,3,"Radial, Tubeless",4,4X4,Yes,No,3985,1855,1855,Red,delhi,15
2738,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Grey,delhi,21
2739,5,"Tubeless, Radial",4,Not specified,No,No,4300,1790,1635,Others,delhi,
2740,5,"Tubeless, Radial",4,FWD,Yes,No,4265,1695,1685,Black,delhi,21
2741,4,"Tubeless,Radial",4,RWD,Yes,No,4988,1890,1435,Grey,delhi,19
2742,5,"Tubeless, Radial",4,AWD,No,No,3985,1645,1720,Black,delhi,16
2743,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Silver,delhi,17
2744,5,"Tubeless, Radial",4,Not specified,No,No,4300,1790,1635,White,delhi,
2745,5,"Tubeless,Radial",5,AWD,Yes,No,4644,2120,1713,White,delhi,11
2746,5,"Tubeless,Radial",4,FWD,No,No,3999,1765,1708,Brown,delhi,16
2747,5,"Tubeless, Radial",4,Not specified,No,No,3995,1775,1505,Grey,delhi,21
2748,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Red,delhi,21
2749,6,"Tubeless,Radial",4,AWD,Yes,No,4253,1800,1441,Black,delhi,14
2750,5,Not specified,4,AWD,Yes,No,4988,2220,1888,Grey,delhi,18
2751,5,"Tubeless, Radial",4,Not specified,No,No,3990,1745,1500,Blue,delhi,22
2752,5,"Tubeless,Radial",4,FWD,Yes,No,4705,1840,1850,White,delhi,13
2753,5,"Radial,Tubeless",4,AWD,Yes,No,4924,2157,1772,Silver,delhi,
2754,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,Silver,delhi,19
2755,4,"Tubeless,Radial",4,FWD,Yes,No,4701,2040,1427,Red,delhi,16
2756,4,"Tubeless,Radial",4,FWD,No,No,3995,1695,1555,White,delhi,21
2757,5,"Tubeless, Radial",3,FWD,Yes,No,3995,1790,1642,Black,delhi,18
2758,4,"Tubeless,Radial",3,FWD,No,No,3992,1677,1537,Brown,delhi,20
2759,5,Tubeless,3,FWD,No,No,3495,1550,1500,White,delhi,21
2760,5,"Tubeless, Radial",4,Not specified,No,No,3999,1734,1601,Silver,delhi,16
2761,4,"Tubeless,Radial",4,FWD,Yes,No,4939,2110,1470,Black,delhi,14
2762,5,"Tubeless,Radial",4,2WD,Yes,No,4795,1855,1835,White,delhi,
2763,5,Tubeless,4,FWD,No,No,4270,1780,1630,White,delhi,13
2764,4,"Tubeless,Radial",6,RWD,Yes,No,5255,0,1494,Black,delhi,14
2765,5,"Tubeless,Radial",4,RWD,Yes,No,4477,2058,1545,White,delhi,17
2766,4,Tubeless,3,FWD,No,No,3995,1704,1525,Others,delhi,19
2767,5,"Tubeless, Radial",4,4x4,Twin,No,4985,1926,1867,Grey,delhi,12
2768,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Brown,delhi,17
2769,5,"Tubeless,Radial",5,FWD,Yes,No,4644,2120,1713,White,delhi,15
2770,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,White,delhi,19
2771,5,"Tubeless, Radial",4,Not specified,YES,No,4720,1835,1760,Black,delhi,12
2772,5,Tubeless Tyres,4,4WD,Yes,No,4600,2173,1724,White,delhi,
2773,5,"Tubeless,Radial",6,AWD,No,No,4890,1895,1685,Grey,delhi,19
2774,5,Tubeless Tyres Mud Terrain,4,4WD,Yes,No,4882,1894,1848,Red,delhi,12
2775,5,"Tubeless,Radial",4,2WD,Yes,No,4424,1804,1494,Red,delhi,18
2776,4,"Tubeless,Radial",4,RWD,Yes,No,5063,1860,1494,White,delhi,15
2777,5,"Tubeless,Radial",4,AWD,Yes,No,5052,2212,1740,White,delhi,15
2778,5,"Tubeless,Radial",4,FWD,No,No,3999,1734,1601,Red,delhi,18
2779,4,"Tubeless, Radial",4,RWD,Yes,No,4686,2020,1442,White,delhi,15
2780,5,Tubeless,3,FWD,No,No,3941,1704,1525,Grey,delhi,20
2781,5,"Tubeless,Radial",4,AWD,Yes,No,5052,2212,1740,White,delhi,15
2782,4,"Tubeless,Radial",4,RWD,Yes,No,4940,2075,1416,White,delhi,19
2783,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Grey,delhi,18
2784,5,"Tubeless,Radial",4,Not specified,No,No,4323,1809,1650,White,delhi,15
2785,5,"Tubeless,Radial",4,4WD,Yes,No,4892,1860,1837,Silver,delhi,11
2786,5,Tubeless,4,FWD,No,No,4270,1780,1665,Silver,delhi,15
2787,5,"Tubeless,Radial",4,AWD,Yes,No,4371,2100,1649,White,delhi,
2788,5,"Tubeless,Radial",4,FWD,Yes,No,3998,1765,1647,White,delhi,22
2789,5,"Tubeless,Radial",4,FWD,Yes,No,3995,1790,1640,Grey,delhi,24
2790,4,"Tubeless,Radial",4,AWD,Yes,No,4559,1992,1411,Blue,delhi,
2791,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,Black,delhi,15
2792,5,Radial,4,FWD,no,No,3995,1745,1510,White,delhi,21
2793,5,"Tubeless,Radial",6,AWD,Yes,No,4855,1939,1705,White,delhi,16
2794,5,Runflat,4,FWD,Yes,No,4439,1821,1612,White,delhi,21
